time,id,travel_id,x,y,vx,vy,ax,ay
38.0496,37,2,-96.6631,1.75,6.28794,-2.38602e-09,5.94358,9.94176e-09
38.0496,38,2,-99.991,1.75,0.3,-3.42061e-10,6,6.58029e-11
38.0596,23,3,1.7501,-57.5309,-0.000419813,-19.3916,0.000880982,-0.705147
38.0596,24,2,75.3474,1.7501,19.564,-0.00162087,0.512123,0.00582578
38.0596,25,2,53.6806,1.75474,18.3152,-0.00250164,1.79691,-0.0293229
38.0596,26,2,38.1142,1.71833,16.1569,0.107859,3.46622,-0.176488
38.0596,27,2,25.9754,1.66788,13.2925,-0.28006,4.20218,1.82792
38.0596,28,2,13.9192,3.44353,12.173,-3.61948,1.53456,2.02901
38.0596,29,2,2.24659,5.24533,12.5952,-0.00378587,0.876141,0.0543823
38.0596,30,1,-18.4398,-1.75,-19.9288,1.67397e-08,-0.0860214,-6.9749e-08
38.0596,31,1,-1.60009,-1.75,-19.9302,5.88948e-11,-0.0843048,-2.45395e-10
38.0596,32,2,-49.9135,1.75,13.2334,-2.31759e-10,-0.836563,9.65661e-10
38.0596,33,3,-29.5077,1.75,15.1769,8.33657e-11,-6.00004,-3.47357e-10
38.0596,34,3,-45.848,1.75,16.8025,-1.95012e-09,-5.99995,8.1255e-09
38.0596,35,1,73.1114,-1.75,-16.3345,-2.19649e-08,-3.35217,9.15206e-08
38.0596,36,1,87.4469,-1.75,-11.9725,-1.67941e-08,-5.24292,-9.23435e-07
38.0596,37,2,-96.5997,1.75,6.34735,-2.29058e-09,5.94139,9.5441e-09
38.0596,38,2,-99.9874,1.75,0.36,-9.13444e-10,6,-5.71384e-08
38.0696,23,3,1.7501,-57.7248,-0.000411022,-19.3986,0.000879122,-0.697517
38.0696,24,2,75.5431,1.75008,19.5691,-0.00156365,0.50621,0.00572245
38.0696,25,2,53.8639,1.75472,18.333,-0.00278114,1.78032,-0.0279497
38.0696,26,2,38.2761,1.71939,16.1913,0.106078,3.44429,-0.178057
38.0696,27,2,26.1087,1.66526,13.3343,-0.262288,4.17547,1.7772
38.0696,28,2,14.0411,3.40755,12.1879,-3.59794,1.49136,2.1539
38.0696,29,2,2.37263,5.2453,12.6039,-0.00326078,0.861835,0.0525084
38.0696,30,1,-18.6391,-1.75,-19.9296,1.60702e-08,-0.0850677,-6.69591e-08
38.0696,31,1,-1.7994,-1.75,-19.9311,5.6539e-11,-0.0833511,-2.35579e-10
38.0696,32,2,-49.7813,1.75,13.2252,-2.22488e-10,-0.819206,9.27033e-10
38.0696,33,3,-29.3566,1.75,15.1169,8.00311e-11,-6.00004,-3.33463e-10
38.0696,34,3,-45.6805,1.75,16.7425,-1.14089e-08,-5.99995,-9.45874e-07
38.0696,35,1,72.9477,-1.75,-16.3678,-2.10863e-08,-3.33023,8.78597e-08
38.0696,36,1,87.3267,-1.75,-12.0248,-1.61223e-08,-5.22947,6.71763e-08
38.0696,37,2,-96.5356,1.75,6.40674,-2.19896e-09,5.93915,9.16232e-09
38.0696,38,2,-99.9832,1.75,0.42,-9.10813e-10,6,2.63073e-10
38.0796,23,3,1.75009,-57.9189,-0.000402258,-19.4055,0.00087638,-0.689888
38.0796,24,2,75.7388,1.75006,19.5741,-0.00150746,0.500679,0.00561848
38.0796,25,2,54.0474,1.75469,18.3507,-0.00304723,1.76392,-0.0266095
38.0796,26,2,38.4384,1.72043,16.2255,0.104284,3.42255,-0.179421
38.0796,27,2,26.2425,1.66281,13.3758,-0.245017,4.14848,1.7271
38.0796,28,2,14.1631,3.3718,12.2024,-3.57519,1.44796,2.2747
38.0796,29,2,2.49876,5.24527,12.6123,-0.00275411,0.847721,0.0506675
38.0796,30,1,-18.8384,-1.75,-19.9305,2.49641e-08,-0.0839233,8.89394e-07
38.0796,31,1,-1.99872,-1.75,-19.9319,5.42774e-11,-0.0822067,-2.26156e-10
38.0796,32,2,-49.6491,1.75,13.2172,-2.13589e-10,-0.802326,8.89952e-10
38.0796,33,3,-29.206,1.75,15.0569,7.68298e-11,-6.00004,-3.20124e-10
38.0796,34,3,-45.5137,1.75,16.6825,-1.09525e-08,-5.99995,4.56354e-08
38.0796,35,1,72.7837,-1.75,-16.4009,-2.02429e-08,-3.30849,8.43453e-08
38.0796,36,1,87.2059,-1.75,-12.077,-1.54774e-08,-5.21593,6.44894e-08
38.0796,37,2,-96.4709,1.75,6.46611,-2.111e-09,5.93681,8.79583e-09
38.0796,38,2,-99.9784,1.75,0.48,-9.07753e-10,6,3.06033e-10
38.0896,23,3,1.75009,-58.113,-0.000393521,-19.4123,0.000873752,-0.682259
38.0896,24,2,75.9346,1.75005,19.5791,-0.00145232,0.494957,0.00551391
38.0896,25,2,54.2311,1.75465,18.3681,-0.00330024,1.74751,-0.025301
38.0896,26,2,38.601,1.72146,16.2596,0.102478,3.40061,-0.180586
38.0896,27,2,26.3766,1.66052,13.417,-0.228241,4.12111,1.67762
38.0896,28,2,14.2853,3.33628,12.2168,-3.55213,1.441,2.30577
38.0896,29,2,2.62496,5.24525,12.6207,-0.00226549,0.833893,0.048862
38.0896,30,1,-19.0377,-1.75,-19.9313,2.39655e-08,-0.0829697,-9.98563e-08
38.0896,31,1,-2.19804,-1.75,-19.9327,5.21063e-11,-0.0812531,-2.1711e-10
38.0896,32,2,-49.517,1.75,13.2094,-2.05045e-10,-0.785828,8.54354e-10
38.0896,33,3,-29.056,1.75,14.9969,7.37566e-11,-6.00004,-3.07319e-10
38.0896,34,3,-45.3475,1.75,16.6225,-1.05144e-08,-5.99995,4.381e-08
38.0896,35,1,72.6194,-1.75,-16.4338,-9.89643e-09,-3.28674,1.03465e-06
38.0896,36,1,87.0846,-1.75,-12.129,-1.48583e-08,-5.20229,6.19098e-08
38.0896,37,2,-96.4057,1.75,6.52546,-2.02656e-09,5.93443,8.444e-09
38.0896,38,2,-99.973,1.75,0.54,-9.04267e-10,6,3.48577e-10
38.0996,23,3,1.75008,-58.3072,-0.000384818,-19.419,0.000870271,-0.67482
38.0996,24,2,76.1305,1.75004,19.584,-0.00139823,0.489426,0.0054097
38.0996,25,2,54.415,1.75462,18.3854,-0.00354049,1.7313,-0.0240247
38.0996,26,2,38.7639,1.72246,16.2933,0.100663,3.37887,-0.181561
38.0996,27,2,26.5112,1.6584,13.4579,-0.211953,4.09346,1.62877
38.0996,28,2,14.4076,3.301,12.2308,-3.52787,1.39799,2.42643
38.0996,29,2,2.75125,5.24523,12.6289,-0.00179458,0.82016,0.0470907
38.0996,30,1,-19.237,-1.75,-19.9321,2.30069e-08,-0.082016,-9.58622e-08
38.0996,31,1,-2.39738,-1.75,-19.9335,5.00221e-11,-0.0802994,-2.08425e-10
38.0996,32,2,-49.385,1.75,13.2017,-1.96843e-10,-0.769615,8.2018e-10
38.0996,33,3,-28.9067,1.75,14.9369,7.08064e-11,-6.00004,-2.95027e-10
38.0996,34,3,-45.1819,1.75,16.5625,-1.00938e-08,-5.99995,4.20576e-08
38.0996,35,1,72.4547,-1.75,-16.4664,-9.50057e-09,-3.26481,3.95858e-08
38.0996,36,1,86.9628,-1.75,-12.1809,-1.4264e-08,-5.18847,5.94333e-08
38.0996,37,2,-96.3398,1.75,6.58478,-1.9455e-09,5.932,8.10625e-09
38.0996,38,2,-99.967,1.75,0.6,-1.93033e-09,5.99999,-1.02606e-07
38.1096,23,3,1.75008,-58.5015,-0.000376158,-19.4257,0.000865979,-0.667381
38.1096,24,2,76.3263,1.75002,19.5888,-0.00134518,0.483894,0.00530489
38.1096,25,2,54.599,1.75458,18.4026,-0.00376829,1.71528,-0.0227805
38.1096,26,2,38.9272,1.72345,16.3269,0.098839,3.35693,-0.182351
38.1096,27,2,26.6462,1.65644,13.4986,-0.196147,4.06542,1.58058
38.1096,28,2,14.5301,3.26597,12.2447,-3.50332,1.39151,2.45478
38.1096,29,2,2.87762,5.24521,12.6369,-0.00134106,0.806713,0.045352
38.1096,30,1,-19.4363,-1.75,-19.9329,2.20866e-08,-0.0810623,-9.20277e-08
38.1096,31,1,-2.59672,-1.75,-19.9343,4.80212e-11,-0.0793457,-2.00088e-10
38.1096,32,2,-49.253,1.75,13.1941,-1.8897e-10,-0.75388,7.87373e-10
38.1096,33,3,-28.7579,1.75,14.8769,6.79741e-11,-6.00004,-2.83226e-10
38.1096,34,3,-45.0168,1.75,16.5025,-9.69007e-09,-5.99995,4.03753e-08
38.1096,35,1,72.2897,-1.75,-16.4989,-1.86573e-08,-3.24306,-9.15672e-07
38.1096,36,1,86.8404,-1.75,-12.2326,-1.36934e-08,-5.17445,5.7056e-08
38.1096,37,2,-96.2734,1.75,6.64407,-1.86768e-09,5.92952,7.782e-09
38.1096,38,2,-99.9604,1.75,0.66,-7.76655e-10,5.99999,1.15367e-07
38.1196,23,3,1.75008,-58.6958,-0.00036754,-19.4323,0.000861858,-0.659943
38.1196,24,2,76.5223,1.75001,19.5936,-0.00129317,0.478363,0.00520047
38.1196,25,2,54.7832,1.75454,18.4196,-0.00398397,1.69926,-0.0215679
38.1196,26,2,39.0908,1.72442,16.3603,0.0970094,3.33519,-0.182964
38.1196,27,2,26.7816,1.65463,13.539,-0.180817,4.03709,1.53304
38.1196,28,2,14.6527,3.23119,12.2582,-3.47757,1.34888,2.57521
38.1196,29,2,3.00407,5.24521,12.6449,-0.000904613,0.793457,0.0436447
38.1196,30,1,-19.6357,-1.75,-19.9337,2.12032e-08,-0.0801086,-8.83466e-08
38.1196,31,1,-2.79607,-1.75,-19.9351,4.61004e-11,-0.078392,-1.92085e-10
38.1196,32,2,-49.1212,1.75,13.1867,-1.81411e-10,-0.738525,7.55879e-10
38.1196,33,3,-28.6097,1.75,14.8169,6.52552e-11,-6.00004,-2.71896e-10
38.1196,34,3,-44.8524,1.75,16.4425,-9.30247e-09,-5.99995,3.87603e-08
38.1196,35,1,72.1244,-1.75,-16.5311,-1.7911e-08,-3.22132,7.46292e-08
38.1196,36,1,86.7176,-1.75,-12.2842,-1.31457e-08,-5.16033,5.47738e-08
38.1196,37,2,-96.2064,1.75,6.70334,7.74377e-09,5.92694,9.61145e-07
38.1196,38,2,-99.9532,1.75,0.72,-7.72554e-10,5.99999,4.10072e-10
38.1296,23,3,1.75007,-58.8902,-0.00035897,-19.4388,0.000856948,-0.652695
38.1296,24,2,76.7183,1.75,19.5983,-0.00124222,0.473022,0.00509544
38.1296,25,2,54.9676,1.7545,18.4364,-0.00418784,1.68324,-0.0203867
38.1296,26,2,39.2547,1.72537,16.3934,0.0951753,3.31326,-0.183406
38.1296,27,2,26.9174,1.65298,13.579,-0.165955,4.00839,1.48619
38.1296,28,2,14.7754,3.19669,12.2712,-3.45065,1.30625,2.69136
38.1296,29,2,3.1306,5.2452,12.6527,-0.000484899,0.780296,0.0419714
38.1296,30,1,-19.835,-1.75,-19.9345,2.98918e-08,-0.079155,8.68861e-07
38.1296,31,1,-2.99543,-1.75,-19.9359,4.42563e-11,-0.0774384,-1.84401e-10
38.1296,32,2,-48.9894,1.75,13.1795,-1.74154e-10,-0.723553,7.25643e-10
38.1296,33,3,-28.4622,1.75,14.7569,6.2645e-11,-6.00004,-2.6102e-10
38.1296,34,3,-44.6886,1.75,16.3825,6.06371e-10,-5.99995,9.90884e-07
38.1296,35,1,71.9588,-1.75,-16.5631,-1.71946e-08,-3.19958,7.1644e-08
38.1296,36,1,86.5942,-1.75,-12.3357,-1.26199e-08,-5.14603,5.25828e-08
38.1296,37,2,-96.1387,1.75,6.76258,7.43402e-09,5.92427,-3.09751e-08
38.1296,38,2,-99.9454,1.75,0.78,-2.14139e-09,5.99999,-1.36884e-07
38.1396,23,3,1.75007,-59.0846,-0.000350458,-19.4453,0.000851278,-0.645638
38.1396,24,2,76.9143,1.74999,19.603,-0.00119231,0.467682,0.00499081
38.1396,25,2,55.1521,1.75445,18.4531,-0.00438021,1.66759,-0.0192365
38.1396,26,2,39.419,1.72631,16.4263,0.0933385,3.29151,-0.183684
38.1396,27,2,27.0536,1.65146,13.6188,-0.151555,3.9793,1.44002
38.1396,28,2,14.8982,3.16245,12.2842,-3.42348,1.30129,2.71721
38.1396,29,2,3.2572,5.2452,12.6603,-8.15921e-05,0.767422,0.0403307
38.1396,30,1,-20.0344,-1.75,-19.9353,2.86961e-08,-0.0782013,-1.19567e-07
38.1396,31,1,-3.1948,-1.75,-19.9366,4.24861e-11,-0.0766754,-1.77025e-10
38.1396,32,2,-48.8576,1.75,13.1724,-1.67188e-10,-0.708866,6.96618e-10
38.1396,33,3,-28.3152,1.75,14.6969,6.01392e-11,-6.00004,-2.5058e-10
38.1396,34,3,-44.5254,1.75,16.3225,5.82116e-10,-5.99995,-2.42548e-09
38.1396,35,1,71.7928,-1.75,-16.5949,-1.65068e-08,-3.17783,6.87782e-08
38.1396,36,1,86.4704,-1.75,-12.387,-1.21151e-08,-5.13163,5.04795e-08
38.1396,37,2,-96.0705,1.75,6.8218,7.13666e-09,5.92155,-2.97361e-08
38.1396,38,2,-99.937,1.75,0.84,-3.61576e-09,5.99999,-1.47437e-07
38.1496,23,3,1.75007,-59.2792,-0.000342009,-19.4517,0.000844884,-0.63839
38.1496,24,2,77.1104,1.74997,19.6076,-0.00114344,0.462341,0.00488654
38.1496,25,2,55.3368,1.75441,18.4696,-0.00456138,1.65176,-0.018117
38.1496,26,2,39.5836,1.72722,16.459,0.0915004,3.26958,-0.183804
38.1496,27,2,27.1901,1.65008,13.6583,-0.137609,3.94983,1.39454
38.1496,28,2,15.0212,3.1285,12.2968,-3.39515,1.25914,2.83303
38.1496,29,2,3.38388,5.2452,12.6679,0.000305659,0.754738,0.0387251
38.1496,30,1,-20.2337,-1.75,-19.9361,2.75483e-08,-0.0772476,-1.14784e-07
38.1496,31,1,-3.39417,-1.75,-19.9374,4.07866e-11,-0.0757217,-1.69944e-10
38.1496,32,2,-48.726,1.75,13.1655,-1.60501e-10,-0.694466,6.68753e-10
38.1496,33,3,-28.1688,1.75,14.6369,5.77336e-11,-6.00004,-2.40557e-10
38.1496,34,3,-44.3627,1.75,16.2625,5.58831e-10,-5.99995,-2.32847e-09
38.1496,35,1,71.6265,-1.75,-16.6264,-1.58465e-08,-3.15609,6.60272e-08
38.1496,36,1,86.346,-1.75,-12.4382,-1.16305e-08,-5.11713,4.84603e-08
38.1496,37,2,-96.0017,1.75,6.88099,6.8512e-09,5.91879,-2.85466e-08
38.1496,38,2,-99.928,1.75,0.899999,-1.98929e-09,5.99998,1.62647e-07
38.1596,23,3,1.75006,-59.4737,-0.000333621,-19.458,0.000838746,-0.631332
38.1596,24,2,77.3065,1.74996,19.6122,-0.00109562,0.457191,0.00478263
38.1596,25,2,55.5217,1.75436,18.486,-0.00473165,1.63631,-0.0170271
38.1596,26,2,39.7485,1.72812,16.4915,0.0896627,3.24783,-0.183773
38.1596,27,2,27.3271,1.64884,13.6975,-0.124112,3.92008,1.34977
38.1596,28,2,15.1443,3.09484,12.3094,-3.36659,1.25465,2.85592
38.1596,29,2,3.38388,5.2452,12.6679,0.000305659,0.754738,0.0387251
38.1596,30,1,-20.4331,-1.75,-19.9368,2.64463e-08,-0.0762939,-1.10193e-07
38.1596,31,1,-3.59355,-1.75,-19.9381,3.91552e-11,-0.0747681,-1.63147e-10
38.1596,32,2,-48.5944,1.75,13.1587,-1.54081e-10,-0.680542,6.42003e-10
38.1596,33,3,-28.0231,1.75,14.5769,5.54242e-11,-6.00004,-2.30934e-10
38.1596,34,3,-44.2007,1.75,16.2025,-9.00026e-09,-5.99995,-9.5591e-07
38.1596,35,1,71.46,-1.75,-16.6578,-1.52126e-08,-3.13435,6.33861e-08
38.1596,36,1,86.2211,-1.75,-12.4892,-1.11653e-08,-5.10244,4.65219e-08
38.1596,37,2,-95.9323,1.75,6.94015,6.57715e-09,5.91593,-2.74048e-08
38.1596,38,2,-99.9184,1.75,0.959999,-2.58358e-10,5.99998,1.73094e-07
38.1696,23,3,1.75006,-59.4737,-0.000333621,-19.458,0.000838746,-0.631332
38.1696,24,2,77.5027,1.74995,19.6167,-0.00104883,0.452042,0.00467907
38.1696,25,2,55.7067,1.75431,18.5022,-0.00489132,1.62067,-0.0159674
38.1696,26,2,39.9137,1.729,16.5237,0.0878268,3.22609,-0.183594
38.1696,27,2,27.4645,1.64773,13.7364,-0.111055,3.88994,1.30571
38.1696,28,2,15.2675,3.06147,12.3215,-3.33688,1.21307,2.97134
38.1696,29,2,3.51055,5.2447,12.6669,-0.0504671,-0.100422,-5.07728
38.1696,30,1,-20.6325,-1.75,-19.9376,3.49252e-08,-0.075531,8.47889e-07
38.1696,31,1,-3.79294,-1.75,-19.9389,3.7589e-11,-0.0738144,-1.56621e-10
38.1696,32,2,-48.4629,1.75,13.152,-1.47917e-10,-0.666809,6.16322e-10
38.1696,33,3,-27.8779,1.75,14.5169,5.32073e-11,-6.00004,-2.21697e-10
38.1696,34,3,-44.0393,1.75,16.1425,-8.64025e-09,-5.99995,3.60011e-08
38.1696,35,1,71.2931,-1.75,-16.6889,-1.46041e-08,-3.1126,6.08506e-08
38.1696,36,1,86.0957,-1.75,-12.5401,-1.07186e-08,-5.08766,4.46611e-08
38.1696,37,2,-95.8623,1.75,6.99928,6.31406e-09,5.91302,-2.63086e-08
38.1696,38,2,-99.9082,1.75,1.02,-2.56374e-10,5.99996,1.98419e-10
38.1796,23,3,1.75006,-59.6684,-0.000325302,-19.4642,0.000831898,-0.624466
38.1796,24,2,77.6989,1.74994,19.6212,-0.00100307,0.446892,0.00457583
38.1796,25,2,55.8919,1.75426,18.5182,-0.0050407,1.60542,-0.0149377
38.1796,26,2,40.0793,1.72986,16.5558,0.085994,3.20435,-0.183276
38.1796,27,2,27.6022,1.64675,13.7755,-0.0984311,3.90816,1.26236
38.1796,28,2,15.3908,3.02841,12.3332,-3.30606,1.17168,3.08237
38.1796,29,2,3.63721,5.24369,12.666,-0.100876,-0.0927925,-5.0409
38.1796,30,1,-20.8318,-1.75,-19.9383,2.39915e-08,-0.0745773,-1.09338e-06
38.1796,31,1,-3.99234,-1.75,-19.9396,3.60854e-11,-0.0730515,-1.50356e-10
38.1796,32,2,-48.3314,1.75,13.1455,-1.42001e-10,-0.653458,5.9167e-10
38.1796,33,3,-27.7333,1.75,14.4569,5.1079e-11,-6.00004,-2.12829e-10
38.1796,34,3,-43.8785,1.75,16.0825,-8.29464e-09,-5.99995,3.4561e-08
38.1796,35,1,71.1259,-1.75,-16.7198,-1.402e-08,-3.09105,5.84166e-08
38.1796,36,1,85.9698,-1.75,-12.5908,-7.53161e-10,-5.07269,9.96549e-07
38.1796,37,2,-95.7917,1.75,7.05838,6.0615e-09,5.91002,-2.52562e-08
38.1796,38,2,-99.8974,1.75,1.08,-2.54282e-10,5.99996,2.09202e-10
38.1896,23,3,1.75006,-59.8631,-0.000317059,-19.4704,0.000824372,-0.617599
38.1896,24,2,77.8951,1.74993,19.6256,-0.00095834,0.441933,0.0044729
38.1896,25,2,56.0772,1.75421,18.5341,-0.00518007,1.59016,-0.0139368
38.1896,26,2,40.2451,1.7307,16.5876,0.0841658,3.1826,-0.182825
38.1896,27,2,27.7404,1.64589,13.8143,-0.0862336,3.88336,1.21974
38.1896,28,2,15.5143,2.99566,12.3449,-3.27503,1.16854,3.10245
38.1896,29,2,3.76385,5.24217,12.6646,-0.151687,-0.132275,-5.08108
38.1896,30,1,-21.0312,-1.75,-19.9391,2.30318e-08,-0.0736237,-9.59659e-08
38.1896,31,1,-4.19174,-1.75,-19.9403,3.4642e-11,-0.0720978,-1.44342e-10
38.1896,32,2,-48.2,1.75,13.1391,-1.36321e-10,-0.640392,5.68003e-10
38.1896,33,3,-27.5893,1.75,14.3969,4.90358e-11,-6.00004,-2.04316e-10
38.1896,34,3,-43.7182,1.75,16.0225,-7.96286e-09,-5.99995,3.31786e-08
38.1896,35,1,70.9584,-1.75,-16.7505,-1.34592e-08,-3.0695,5.60799e-08
38.1896,36,1,85.8434,-1.75,-12.6414,-7.23035e-10,-5.05762,3.01265e-09
38.1896,37,2,-95.7206,1.75,7.11745,5.81904e-09,5.90692,-2.4246e-08
38.1896,38,2,-99.886,1.75,1.14,-2.31202e-09,5.99995,-2.05774e-07
38.1996,23,3,1.75005,-60.0578,-0.000308887,-19.4765,0.000817145,-0.610733
38.1996,24,2,78.0914,1.74992,19.63,-0.000914638,0.436783,0.00437028
38.1996,25,2,56.2627,1.75416,18.5499,-0.00530971,1.5749,-0.0129645
38.1996,26,2,40.4113,1.73152,16.6192,0.0823433,3.16086,-0.182245
38.1996,27,2,27.879,1.64514,13.8607,-0.0744551,4.63419,1.17785
38.1996,28,2,15.6378,2.96323,12.3562,-3.2429,1.12782,3.21305
38.1996,29,2,3.89049,5.24015,12.6634,-0.202121,-0.124264,-5.04338
38.1996,30,1,-21.2306,-1.75,-19.9398,2.21105e-08,-0.0728607,-9.21272e-08
38.1996,31,1,-4.39115,-1.75,-19.941,3.32563e-11,-0.0713348,-1.38568e-10
38.1996,32,2,-48.0687,1.75,13.1328,-1.30868e-10,-0.627613,5.45283e-10
38.1996,33,3,-27.446,1.75,14.3369,4.70744e-11,-6.00004,-1.96143e-10
38.1996,34,3,-43.5586,1.75,15.9625,-7.64434e-09,-6.00004,3.18514e-08
38.1996,35,1,70.7906,-1.75,-16.781,-1.29208e-08,-3.04775,5.38367e-08
38.1996,36,1,85.7165,-1.75,-12.6918,-6.94113e-10,-5.04236,2.89214e-09
38.1996,37,2,-95.6488,1.75,7.17648,5.58628e-09,5.90377,-2.32761e-08
38.1996,38,2,-99.874,1.75,1.2,-2.29093e-09,5.99993,2.10856e-09
38.2096,23,3,1.75005,-60.2527,-0.000300795,-19.4826,0.000809255,-0.603867
38.2096,24,2,78.2878,1.74992,19.6343,-0.000871948,0.431824,0.0042689
38.2096,25,2,56.4483,1.7541,18.5655,-0.00542993,1.55983,-0.0120215
38.2096,26,2,40.5778,1.73233,16.6506,0.0805279,3.13911,-0.181542
38.2096,27,2,28.0181,1.64451,13.9068,-0.0630882,4.61578,1.13669
38.2096,28,2,15.7615,2.93113,12.3671,-3.20971,1.08738,3.31926
38.2096,29,2,4.0171,5.23762,12.6618,-0.252968,-0.162888,-5.08477
38.2096,30,1,-21.43,-1.75,-19.9405,2.12261e-08,-0.071907,-8.84421e-08
38.2096,31,1,-4.59057,-1.75,-19.9417,3.19261e-11,-0.0703812,-1.33025e-10
38.2096,32,2,-47.9374,1.75,13.1266,-1.25633e-10,-0.61512,5.23472e-10
38.2096,33,3,-27.3032,1.75,14.2769,4.51914e-11,-6.00004,-1.88298e-10
38.2096,34,3,-43.3996,1.75,15.9025,-7.33857e-09,-6.00004,3.05774e-08
38.2096,35,1,70.6225,-1.75,-16.8112,-1.2404e-08,-3.0262,5.16832e-08
38.2096,36,1,85.589,-1.75,-12.7421,-6.66349e-10,-5.02701,2.77645e-09
38.2096,37,2,-95.5764,1.75,7.23549,5.36283e-09,5.90053,-2.23451e-08
38.2096,38,2,-99.8614,1.75,1.26,-2.26894e-09,5.99992,2.19929e-09
38.2196,23,3,1.75005,-60.4476,-0.000292787,-19.4885,0.000800728,-0.597191
38.2196,24,2,78.4842,1.74991,19.6385,-0.000830271,0.427055,0.00416776
38.2196,25,2,56.6342,1.75405,18.5809,-0.00554099,1.54495,-0.0111067
38.2196,26,2,40.7447,1.73311,16.6818,0.0787207,3.11756,-0.180723
38.2196,27,2,28.1576,1.64399,13.9528,-0.0521254,4.59728,1.09627
38.2196,28,2,15.8853,2.89937,12.3779,-3.17634,1.08557,3.33645
38.2196,29,2,4.1437,5.23458,12.6598,-0.304197,-0.199604,-5.12285
38.2196,30,1,-21.6294,-1.75,-19.9412,2.03771e-08,-0.0711441,-8.49045e-08
38.2196,31,1,-4.78999,-1.75,-19.9424,3.0649e-11,-0.0696182,-1.27704e-10
38.2196,32,2,-47.8062,1.75,13.1206,-1.20608e-10,-0.603008,5.02533e-10
38.2196,33,3,-27.161,1.75,14.2169,4.33838e-11,-6.00004,-1.80765e-10
38.2196,34,3,-43.2412,1.75,15.8425,-7.04503e-09,-6.00004,2.93543e-08
38.2196,35,1,70.454,-1.75,-16.8413,-1.19078e-08,-3.00484,4.96159e-08
38.2196,36,1,85.4611,-1.75,-12.7922,-6.39695e-10,-5.01146,2.6654e-09
38.2196,37,2,-95.5035,1.75,7.29446,5.14831e-09,5.89724,-2.14513e-08
38.2196,38,2,-99.8482,1.75,1.32,-2.24607e-09,5.99991,2.28708e-09
38.2296,23,3,1.75004,-60.6425,-0.000284862,-19.4944,0.000792541,-0.590515
38.2296,24,2,78.6806,1.7499,19.6428,-0.000789593,0.422096,0.00406781
38.2296,25,2,56.8201,1.75399,18.5962,-0.00564318,1.53008,-0.010219
38.2296,26,2,40.9118,1.73388,16.7127,0.0769227,3.09582,-0.179791
38.2296,27,2,28.2976,1.64357,13.9986,-0.0415595,4.57869,1.05659
38.2296,28,2,16.0092,2.86795,12.3884,-3.14192,1.04589,3.44219
38.2296,29,2,4.27028,5.23103,12.6579,-0.355047,-0.190926,-5.08501
38.2296,30,1,-21.8289,-1.75,-19.9419,1.9562e-08,-0.0701904,-8.15083e-08
38.2296,31,1,-4.98942,-1.75,-19.9431,2.94231e-11,-0.0688553,-1.22596e-10
38.2296,32,2,-47.6751,1.75,13.1147,-1.15783e-10,-0.591087,4.82431e-10
38.2296,33,3,-27.0195,1.75,14.1569,4.16484e-11,-6.00004,-1.73535e-10
38.2296,34,3,-43.0833,1.75,15.7825,-6.76323e-09,-6.00004,2.81801e-08
38.2296,35,1,70.2853,-1.75,-16.8711,-1.14315e-08,-2.98328,4.76312e-08
38.2296,36,1,85.3327,-1.75,-12.8421,-6.14107e-10,-4.99582,2.55878e-09
38.2296,37,2,-95.43,1.75,7.3534,4.94238e-09,5.89385,-2.05933e-08
38.2296,38,2,-99.8344,1.75,1.37999,-2.22235e-09,5.99989,2.37184e-09
38.2396,23,3,1.75004,-60.8375,-0.000277025,-19.5003,0.000783728,-0.58403
38.2396,24,2,78.8771,1.74989,19.6469,-0.000749912,0.417328,0.00396804
38.2396,25,2,57.0062,1.75393,18.6114,-0.00573677,1.51539,-0.00935914
38.2396,26,2,41.0792,1.73463,16.7435,0.0751352,3.07426,-0.178754
38.2396,27,2,28.438,1.64326,14.0442,-0.031383,4.55999,1.01765
38.2396,28,2,16.1331,2.83687,12.3988,-3.10736,1.04446,3.45621
38.2396,29,2,4.39684,5.22697,12.6556,-0.40629,-0.226688,-5.1243
38.2396,30,1,-22.0283,-1.75,-19.9426,1.87795e-08,-0.0694275,-7.8248e-08
38.2396,31,1,-4.98942,-1.75,-19.9431,2.94231e-11,-0.0688553,-1.22596e-10
38.2396,32,2,-47.544,1.75,13.1089,-1.11152e-10,-0.579453,4.63134e-10
38.2396,33,3,-26.8785,1.75,14.0969,3.99825e-11,-6.00004,-1.66593e-10
38.2396,34,3,-42.9261,1.75,15.7225,-6.4927e-09,-6.00004,2.70529e-08
38.2396,35,1,70.1163,-1.75,-16.9007,-1.09742e-08,-2.96192,4.5726e-08
38.2396,36,1,85.2038,-1.75,-12.8919,-5.89543e-10,-4.98009,2.45643e-09
38.2396,37,2,-95.3558,1.75,7.4123,4.74469e-09,5.89037,-1.97695e-08
38.2396,38,2,-99.82,1.75,1.43999,4.34315e-10,5.99986,2.65667e-07
38.2496,23,3,1.75004,-61.0326,-0.000269281,-19.5061,0.000774313,-0.577545
38.2496,24,2,79.0736,1.74988,19.6511,-0.000711218,0.41256,0.0038694
38.2496,25,2,57.1925,1.75388,18.6264,-0.00582203,1.5007,-0.00852607
38.2496,26,2,41.247,1.73537,16.774,0.073359,3.05271,-0.177615
38.2496,27,2,28.5789,1.64304,14.0896,-0.0215884,4.54111,0.979459
38.2496,28,2,16.2572,2.80616,12.4089,-3.07175,1.00546,3.56143
